# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	2795
#@/user_id	c4e4d588-8969-45dd-ab6e-a3afd9cb4349
wo dui zi ji 	我對自己	c=1 d=1 t=2511
wo fa xian 	我發現	c=7 d=0.680823 t=2795
wo fo 	臥佛	c=0 d=0.00257325 t=2795
wo fo ci bei ni ma 	臥佛慈悲你媽	c=1 d=0.0258615 t=2795
wo fu le 	我服了	c=1 d=1 t=1224
wo gei zi ji 	我給自己	c=1 d=1 t=2625
wo ha si hu 	我哈似乎	c=1 d=1 t=754
wo hai 	我還	c=0 d=0.1 t=2183
wo hai ba 	我還把	c=1 d=1 t=2184
wo hai shi 	我還是	c=12 d=0.264673 t=2795
wo hai shi xi huan ni de 	我還是喜歡你的	c=1 d=0.0261214 t=2795
wo hai shi xi huan wo zi ji 	我還是喜歡我自己	c=4 d=0.873751 t=2795
wo hai shi xi huan wo zi ji dui me 	我還是喜歡我自己對麼	c=3 d=1.80971 t=2795
wo hai shi xi huan wo zi ji dui me dui de 	我還是喜歡我自己對麼對的	c=1 d=1 t=742
wo hai shi xi huan wo zi ji dui me dui de wo hai shi xi huan wo de 	我還是喜歡我自己對麼對的我還是喜歡我的	c=1 d=1 t=745
wo hao duo xin xue 	我好多心血	c=1 d=0.0395575 t=2795
wo hua shui le 	我划水了	c=1 d=0.0330412 t=2795
wo huan cheng 	我換成	c=1 d=1 t=2173
wo jiu 	我就	c=0 d=0.10035 t=2036
wo jiu zhi dao 	我就知道	c=1 d=1 t=2037
wo ju ran 	我居然	c=1 d=1 t=2585
wo jue de 	我覺得	c=5 d=0.737667 t=2795
wo kai shi 	我開始	c=1 d=0.344728 t=2795
wo kan 	我看	c=0 d=0.022091 t=2795
wo kan le 	我看了	c=1 d=0.222017 t=2795
wo ke yi 	我可以	c=1 d=1 t=2749
wo lie kai lai 	我裂開來	c=1 d=0.0337087 t=2795
wo lie kai le 	我裂開了	c=3 d=0.0343896 t=2795
wo mei 	我沒	c=2 d=0.258115 t=2795
wo men 	我們	c=3 d=1.25133 t=2795
wo men zu jiu zuo di yi di er ba 	我們組就做第一第二吧	c=1 d=0.0333733 t=2795
wo shi 	我是	c=1 d=0.0405589 t=2795
wo si le 	我死了	c=1 d=0.0284388 t=2795
wo ta ma 	我他媽	c=1 d=1 t=1238
wo xi wang 	我希望	c=1 d=1 t=2396
wo xian zai 	我現在	c=2 d=0.293925 t=2795
wo xian zai hai mei 	我現在還沒	c=1 d=1 t=1513
wo xue xi 	我學習	c=1 d=1 t=1065
wo yao 	我要	c=1 d=1 t=1530
wo ye 	我也	c=1 d=1 t=2680
wo zai 	我在	c=1 d=0.0584257 t=2795
wo zha le 	我炸了	c=1 d=0.0277367 t=2795
wo zhun bei 	我準備	c=1 d=0.0780817 t=2795
wo zi 	臥姿	c=0 d=0.1 t=743
wo zi ji 	我自己	c=0 d=0.0128073 t=2795
wu 	無	c=2 d=0.0159614 t=2795
wu li 	物理	c=0 d=0.1 t=1906
wu li nei cun guan li 	物理內存管理	c=2 d=1.71534 t=1974
wu quan xian 	無權限	c=1 d=1 t=2143
wu sheng yin 	無聲音	c=1 d=0.160414 t=2795
wu song wei 	吳頌偉	c=1 d=0.0374406 t=2795
wu sun 	無損	c=1 d=1 t=2794
wu suo wei le 	無所謂了	c=1 d=0.0434998 t=2795
xi huan 	喜歡	c=1 d=0.148821 t=2795
xi huan ni 	喜歡你	c=0 d=0.00259911 t=2795
xi huan wo zi dui 	喜歡臥姿對	c=1 d=1 t=744
xi huan wo zi ji 	喜歡我自己	c=4 d=0.120864 t=2795
xi huan wo zi ji dui me 	喜歡我自己對麼	c=1 d=1 t=1504
xi jie 	細節	c=1 d=1 t=1140
xi lie 	系列	c=1 d=1 t=2264
xi ti 	習題	c=6 d=4.2664 t=2645
xi tong 	系統	c=12 d=0.426418 t=2795
xi wang 	希望	c=0 d=0.1 t=2395
xia 	下	c=6 d=0.40572 t=2795
xia ci 	下次	c=2 d=1.03456 t=2179
xia lai 	下來	c=1 d=1 t=1831
xia mian 	下面	c=2 d=1.15567 t=1729
xia zai 	下載	c=18 d=3.15816 t=2795
xia zai qi 	下載器	c=1 d=1 t=2255
xia zhou 	下週	c=1 d=0.0417941 t=2795
xian 	現	c=1 d=1 t=1116
xian 	閒	c=1 d=0.551563 t=2795
xian ka 	顯卡	c=0 d=0.1 t=1004
xian shi 	顯示	c=5 d=0.638954 t=2795
xian you 	現有	c=0 d=0.1 t=2129
xian you ying pan 	現有硬盤	c=1 d=1 t=2130
xian zai 	現在	c=5 d=0.903747 t=2795
xian zai shi 	現在是	c=1 d=1 t=2631
xian zai yong de 	現在用的	c=1 d=0.031117 t=2795
xiang 	向	c=1 d=1.09005 t=1014
xiang dao 	想到	c=1 d=1 t=1109
xiang de 	想得	c=1 d=1 t=2574
xiang deng 	相等	c=1 d=1 t=1890
xiang ge 	像個	c=1 d=0.219808 t=2795
xiang jie 	詳解	c=3 d=0.486752 t=2795
xiang mu 	項目	c=1 d=1 t=765
xiang shou 	享受	c=2 d=1.94649 t=989
xiang wan 	想玩	c=1 d=1 t=2180
xiang xia 	向下	c=3 d=2.8097 t=1865
xiang yao 	想要	c=1 d=1 t=1618
xiang zhe 	想着	c=0 d=0.12739 t=2467
xiao 	小	c=1 d=1 t=1807
xiao 	曉	c=1 d=0.249075 t=2795
xiao 	蕭	c=1 d=1 t=1745
xiao shi 	小時	c=2 d=1.97514 t=1692
xiao tu dao 	小土刀	c=1 d=1 t=1208
xiao xi 	消息	c=0 d=0.1 t=2000
xie 	寫	c=8 d=0.65974 t=2795
xie bo ke 	寫博客	c=0 d=0.1 t=2212
xie de 	寫的	c=1 d=0.644036 t=2795
xie dian 	寫點	c=1 d=0.0365162 t=2795
xie fa 	寫法	c=1 d=1 t=1425
xie le 	寫了	c=1 d=0.702051 t=2795
xie xie 	寫寫	c=1 d=0.364219 t=2795
xie yi 	協議	c=4 d=1.56982 t=2795
xie you yi si 	寫有意思	c=1 d=1 t=2214
xin 	信	c=1 d=1 t=2291
xin 	心	c=1 d=1 t=1821
xin 	新	c=2 d=0.304284 t=2151
xin ban 	新版	c=1 d=1 t=966
xin ci pan 	新磁盤	c=1 d=1 t=2152
xin de 	心得	c=2 d=1.25924 t=1072
xin de 	新的	c=1 d=0.0300468 t=2795
xin jian 	新建	c=1 d=1 t=863
xin xi 	信息	c=1 d=1 t=2051
xin xue 	心血	c=0 d=0.00393602 t=2795
xing 	形	c=1 d=1 t=2371
xing 	性	c=0 d=0.1 t=1959
xing neng 	性能	c=4 d=2.74681 t=2000
xing shi 	形式	c=1 d=0.276651 t=2795
xiong mao 	熊貓	c=1 d=1 t=2435
xiu gai 	修改	c=6 d=2.35304 t=2795
xiu gai le 	修改了	c=1 d=0.126186 t=2795
xiu mian 	休眠	c=1 d=0.166127 t=2795
xiu shi 	修飾	c=4 d=3.90223 t=2356
xiu tan 	嗅探	c=2 d=1.99501 t=2054
xiu zheng 	修正	c=1 d=0.814647 t=2795
xu 	需	c=1 d=0.0502874 t=2795
xu lie 	序列	c=1 d=0.174645 t=2795
xu ni 	虛擬	c=2 d=1.97045 t=2400
xu ni hua 	虛擬化	c=1 d=1 t=1949
xu ni ji 	虛擬機	c=3 d=1.54851 t=2795
xu ni nei cun 	虛擬內存	c=1 d=1 t=1908
xu yao 	需要	c=4 d=0.0497871 t=2795
xu yao diao du 	需要調度	c=1 d=1 t=1936
xuan ze 	選擇	c=1 d=1 t=2301
xuan zhong 	選中	c=1 d=1 t=1575
xue 	學	c=1 d=1 t=1892
xue xi 	學習	c=7 d=2.15715 t=2795
xue xi bu zhou 	學習步驟	c=1 d=1 t=2090
xue xiao 	學校	c=2 d=1.00041 t=2618
xun 	尋	c=1 d=1 t=1768
xun huan 	循環	c=2 d=1.10915 t=2149
xun lei 	迅雷	c=7 d=0.845422 t=2795
yan 	言	c=1 d=1 t=1246
yan chi 	延遲	c=1 d=1 t=2619
yan yuan 	演員	c=1 d=0.247833 t=2795
yan zhong 	嚴重	c=0 d=0.1 t=1528
yang shi 	樣式	c=0 d=0.1 t=2563
yang shi le 	樣式了	c=1 d=1 t=2564
yang zi 	樣子	c=0 d=0.0219808 t=2795
yang zi le 	樣子了	c=1 d=0.22091 t=2795
yao 	要	c=1 d=0.38868 t=2795
yao xiang 	要想	c=0 d=0.1 t=2450
ye 	也	c=2 d=0.570189 t=2795
ye bu cuo 	也不錯	c=1 d=0.631284 t=2795
ye jiu shi 	也就是	c=1 d=1 t=878
ye mian 	頁面	c=1 d=0.380983 t=2795
ye yi qi 	也一起	c=1 d=1 t=1172
yi 	一	c=5 d=0.10044 t=2795
yi 	已	c=4 d=0.158817 t=2795
yi ban 	一般	c=0 d=0.1 t=865
yi ban lai shuo 	一般來說	c=1 d=1 t=925
yi ban shi 	一般是	c=1 d=1 t=866
yi bu 	異步	c=2 d=1.10807 t=2395
yi bu fen 	一部分	c=1 d=1 t=1071
yi cun zai 	一存在	c=1 d=0.158025 t=2795
yi dao 	一道	c=1 d=0.1023 t=2668
yi dao ti le 	一道提了	c=1 d=1 t=2669
yi dian 	一點	c=1 d=0.060205 t=2795
yi dian dian 	一點點	c=1 d=1 t=1592
yi dong dao 	移動到	c=1 d=1 t=1988
yi duan 	一段	c=1 d=1 t=1939
yi er san 	一二三	c=0 d=0.1 t=1849
yi er san si wu 	一二三四五	c=1 d=1 t=1850
yi ge 	一個	c=4 d=0.806541 t=2795
yi ge xiao shi 	一個小時	c=1 d=1 t=1443
yi hai 	乙亥	c=1 d=1 t=1337
yi hou 	以後	c=1 d=0.0550232 t=2795
yi hui 	一會	c=1 d=0.104974 t=2795
yi hui le 	一會了	c=1 d=0.110803 t=2795
yi kai shi 	一開始	c=1 d=1 t=1540
yi lai 	依賴	c=1 d=1 t=2150
yi lie 	一列	c=1 d=1 t=2582
yi mo yi yang 	一模一樣	c=0 d=0.1 t=1345
yi mo yi yang de 	一模一樣的	c=1 d=1 t=1346
yi nian 	一年	c=0 d=0.1 t=2567
yi nian le 	一年了	c=1 d=1 t=2568
yi qi 	一起	c=0 d=0.1 t=1171
yi qian 	以前	c=0 d=0.100083 t=2587
yi qian bu shi kan dao guo de me 	以前不是看到過得麼	c=1 d=1 t=2588
yi qian de 	以前的	c=1 d=1 t=1170
yi si 	意思	c=1 d=0.0475963 t=2795
yi tian 	一天	c=1 d=1 t=1588
yi wan shang 	一晚上	c=1 d=1 t=2778
yi xia 	一下	c=7 d=2.0486 t=2795
yi xia 	以下	c=1 d=1 t=1378
yi xie 	一些	c=3 d=1.09604 t=2532
yi yang 	一樣	c=1 d=1 t=1356
yi yue 	一月	c=1 d=1 t=2595
yi zhi 	醫治	c=1 d=1 t=2223
yi zhou 	一週	c=1 d=1 t=2443
yin 	引	c=1 d=0.164474 t=2795
yin dao 	引導	c=1 d=0.0291588 t=2795
yin liang 	音量	c=3 d=0.333356 t=2795
yin shu 	因數	c=1 d=1 t=1607
yin wei 	因爲	c=2 d=0.396535 t=2795
yin yong 	引用	c=1 d=1 t=2367
yin yue 	音樂	c=2 d=0.353117 t=2795
ying gai 	應該	c=2 d=0.055299 t=2795
ying han 	英漢	c=1 d=0.189191 t=2795
ying jian 	硬件	c=0 d=0.279256 t=1965
ying jian fang mian 	硬件方面	c=1 d=1 t=1964
ying jian guan li 	硬件管理	c=1 d=1 t=1966
ying jian zhi shang 	硬件之上	c=1 d=1 t=1922
ying pan 	硬盤	c=2 d=0.064894 t=2795
ying wen 	英文	c=2 d=1.20805 t=1255
ying yong 	應用	c=1 d=1 t=2009
ying yong cheng xu 	應用程序	c=1 d=1 t=1923
yong 	勇	c=2 d=0.156453 t=2795
yong 	用	c=4 d=0.916824 t=2795
yong de 	用的	c=0 d=0.00309618 t=2795
yong fa 	用法	c=1 d=0.205975 t=2795
yong hu 	用戶	c=3 d=0.740818 t=2795
yong hu zu 	用戶組	c=1 d=0.244143 t=2795
yong yu 	用於	c=2 d=1.19593 t=2696
you 	又	c=3 d=0.31664 t=2795
you 	右	c=2 d=0.604441 t=2795
you 	有	c=4 d=0.3856 t=2795
you 	由	c=2 d=1.20598 t=2324
you chong zhuang 	有重裝	c=1 d=0.0271874 t=2795
you dian 	有點	c=2 d=0.105036 t=2795
you dian cai 	有點菜	c=1 d=1 t=1871
you dian can kui 	有點慚愧	c=1 d=1 t=2549
you dian da 	有點大	c=1 d=0.239309 t=2795
you dian man 	有點慢	c=1 d=1 t=2522
you duo 	有多	c=1 d=1 t=2516
you guan 	有關	c=1 d=0.100256 t=2524
you hua 	優化	c=10 d=1.04608 t=2433
you hua le 	優化了	c=1 d=1 t=1559
you jiao cheng 	右教程	c=1 d=1 t=1086
you keng 	有坑	c=1 d=1 t=1427
you le 	有了	c=1 d=1 t=2177
you qu 	有趣	c=0 d=0.1 t=1258
you qu de 	有趣的	c=1 d=0.77368 t=1338
you ren 	有人	c=1 d=0.640824 t=2795
you shi hou 	有時候	c=1 d=1 t=1637
you shi jian 	有時間	c=2 d=1.34778 t=2795
you xiang 	郵箱	c=2 d=1.06111 t=2260
you xie 	有些	c=0 d=0.1 t=2113
you xie dong xi mei xia 	有些東西沒下	c=1 d=1 t=2114
you yao 	又要	c=1 d=0.109701 t=2795
you yi si 	有意思	c=0 d=0.0264477 t=2795
you yong 	有用	c=1 d=1 t=2744
you yu dao 	又遇到	c=1 d=0.106992 t=2795
yu 	與	c=7 d=0.273821 t=2795
yu 	魚	c=1 d=0.554327 t=2795
yu an 	預案	c=0 d=0.0752014 t=2795
yu an na me 	預案那麼	c=1 d=0.755784 t=2795
yu ce 	預測	c=0 d=0.1 t=1959
yu ce xing 	預測性	c=1 d=1 t=1960
yu dao 	遇到	c=2 d=1.17616 t=2795
yu shi 	於是	c=1 d=1 t=1108
yu yan 	語言	c=8 d=0.728546 t=2795
yuan 	原	c=2 d=1.99005 t=1476
yuan 	源	c=4 d=0.514274 t=2795
yuan dai ma 	源代碼	c=6 d=1.33635 t=2217
yuan lai 	原來	c=2 d=0.125556 t=2795
yuan lai shi 	原來是	c=1 d=1 t=2176
yuan li 	原理	c=8 d=2.98591 t=2441
yuan ma 	源碼	c=6 d=1.50783 t=2795
yuan ze 	原則	c=1 d=1 t=1566
yue 	月	c=1 d=1 t=1041
yue du 	閱讀	c=3 d=1.00669 t=2216
yue lai yue 	越來越	c=1 d=0.135335 t=2795
yun 	雲	c=1 d=0.215934 t=2795
yun 	韻	c=1 d=0.0992613 t=2795
yun xing 	運行	c=9 d=0.789927 t=2795
yun xing de shi wo de 	運行的是我的	c=1 d=1 t=1690
zai 	再	c=1 d=0.66034 t=2795
zai 	在	c=8 d=1.31391 t=2795
zai 	載	c=0 d=0.00862936 t=2795
zai jian pan 	在鍵盤	c=1 d=0.115903 t=2795
zai xin 	在新	c=0 d=0.1 t=2138
zai zhan 	再戰	c=0 d=0.1 t=1482
zai zhuo mian 	在桌面	c=1 d=1 t=1110
zao jiu 	早就	c=0 d=0.00437178 t=2795
zen me 	怎麼	c=2 d=0.11475 t=2795
zeng 	增	c=1 d=1 t=1570
zeng jia 	增加	c=1 d=1 t=2129
zha le 	炸了	c=0 d=0.00275983 t=2795
zhan 	站	c=2 d=1.96561 t=1715
zhang 	張	c=1 d=0.155673 t=2795
zhang 	章	c=2 d=1.00038 t=2652
zhang jian shi 	長見識	c=1 d=0.126818 t=2795
zhao dao 	找到	c=1 d=1 t=1531
zhao ge 	找個	c=1 d=0.560704 t=2343
zhao zhe 	照着	c=1 d=0.778801 t=2795
zhe 	這	c=1 d=0.511709 t=2795
zhe ben shu 	這本書	c=1 d=1 t=2539
zhe beng 	這泵	c=1 d=0.045502 t=2795
zhe bu 	這部	c=0 d=0.0442639 t=2795
zhe bu feng 	這部風	c=1 d=0.444858 t=2795
zhe ci 	這次	c=0 d=0.1 t=1871
zhe ci ti 	這次題	c=1 d=1 t=1872
zhe ge 	這個	c=3 d=1.21957 t=2795
zhe jiu shi 	這就是	c=1 d=1 t=2755
zhe li 	這裏	c=1 d=1 t=1088
zhe me 	這麼	c=1 d=0.0578443 t=2795
zhe pian 	這篇	c=0 d=0.1 t=2546
zhe shi 	這是	c=3 d=0.429557 t=2795
zhe shi wo 	這是我	c=1 d=0.0485578 t=2795
zhe teng 	折騰	c=13 d=0.0428724 t=2795
zhe teng en le 	折騰恩了	c=1 d=1 t=2251
zhe xue 	哲學	c=4 d=2.40578 t=950
zhe yang 	這樣	c=1 d=0.93527 t=1543
zhe yang de 	這樣的	c=1 d=1 t=1544
zhe ye 	這也	c=0 d=0.1 t=2522
zhe ye he 	這也和	c=1 d=1 t=2523
zhen 	真	c=1 d=0.329559 t=2795
zhen de 	真的	c=1 d=1 t=2639
zhen ge ge 	真哥哥	c=1 d=0.304221 t=2795
zhen shuang 	真爽	c=1 d=0.140156 t=2795
zheng 	整	c=2 d=1.02305 t=2599
zheng ge 	整個	c=1 d=0.305746 t=2795
zheng shu 	整數	c=1 d=1 t=1211
zheng xing 	整型	c=1 d=0.316637 t=2795
zheng ze 	正則	c=1 d=1 t=2048
zhi 	之	c=1 d=1 t=1860
zhi 	值	c=2 d=0.608564 t=2795
zhi 	只	c=1 d=1 t=2445
zhi 	指	c=1 d=1 t=1717
zhi 	至	c=1 d=0.287941 t=2795
zhi chi 	支持	c=1 d=1 t=2246
zhi dao 	知道	c=1 d=0.113843 t=2036
zhi de 	值得	c=2 d=0.127296 t=2795
zhi ding 	制定	c=1 d=1 t=2626
zhi ding 	指定	c=1 d=0.900325 t=2795
zhi hou 	之後	c=4 d=0.716747 t=2795
zhi hu 	知乎	c=3 d=1.84987 t=2332
zhi hui 	智慧	c=1 d=0.0816756 t=2795
zhi jian 	之間	c=2 d=1.9802 t=946
zhi ling 	指令	c=2 d=1.9802 t=2464
zhi neng 	只能	c=0 d=0.1 t=2016
zhi neng gao duan 	只能高端	c=1 d=1 t=2017
zhi qian 	之前	c=4 d=0.629732 t=2795
zhi qian de 	之前的	c=1 d=1 t=2185
zhi shang 	之上	c=0 d=0.1 t=1921
zhi ti 	肢體	c=1 d=0.102797 t=2795
zhi xia 	之下	c=1 d=1 t=1924
zhi xiang 	指向	c=1 d=1 t=2359
zhi xing 	執行	c=2 d=1.96561 t=1675
zhi you 	只有	c=1 d=1 t=2201
zhi zhen 	指針	c=5 d=3.46021 t=2503
zhi zheng 	執政	c=2 d=2.0792 t=2502
zhong 	中	c=5 d=0.815439 t=2795
zhong 	種	c=1 d=1 t=2387
zhong de 	中的	c=5 d=1.53827 t=1617
zhong dian 	重點	c=1 d=1 t=1954
zhong duan 	中斷	c=2 d=1.5886 t=2018
zhong duan 	終端	c=3 d=0.902896 t=2795
zhong guo 	中國	c=1 d=1 t=2104
zhong ke 	中科	c=0 d=0.1 t=2049
zhong ke da 	中科大	c=1 d=1 t=2050
zhong wen 	中文	c=6 d=0.0374558 t=2795
zhong wen de wen ti 	中文的問題	c=1 d=0.108609 t=2795
zhong wen zi ti 	中文字體	c=1 d=1 t=971
zhong ying wen 	中英文	c=1 d=1 t=938
zhong yu 	終於	c=1 d=1 t=1590
zhong zhou 	中州	c=1 d=0.0987662 t=2795
zhou sai 	周賽	c=1 d=1 t=2491
zhu 	住	c=0 d=0.00845849 t=2795
zhu shi 	註釋	c=7 d=1.00198 t=2570
zhu shu 	煮熟	c=1 d=1 t=836
zhu ti 	主題	c=6 d=1.03546 t=2795
zhu ti she zhi 	主題設置	c=1 d=0.0327124 t=2795
zhu yao 	主要	c=2 d=1.00006 t=2784
zhu yao shi 	主要是	c=1 d=1 t=2655
zhu ye 	主頁	c=3 d=2.98012 t=2077
zhuan 	轉	c=6 d=2.48166 t=1738
zhuan huan 	轉換	c=5 d=1.01847 t=2457
zhuan huan cheng 	轉換成	c=1 d=1 t=1625
zhuan xin 	專心	c=1 d=1 t=2622
zhuan yi 	轉義	c=1 d=1 t=1410
zhuan zai 	轉載	c=1 d=1 t=1021
zhuan zhu 	專注	c=2 d=1.94649 t=990
zhuang 	裝	c=1 d=0.258297 t=2795
zhuang le 	裝了	c=1 d=1 t=2248
zhuo mian 	桌面	c=0 d=0.1 t=1109
zi 	子	c=1 d=0.10905 t=1861
zi 	字	c=1 d=1 t=2290
zi ding yi 	自定義	c=2 d=0.918512 t=2795
zi dong 	自動	c=3 d=0.559898 t=2795
zi fu 	字符	c=1 d=1.00937 t=1318
zi fu chu li 	字符處理	c=1 d=1 t=1319
zi fu chuan 	字符串	c=10 d=0.781237 t=2795
zi ji 	自己	c=9 d=0.666473 t=2795
zi ji de 	自己的	c=2 d=1.01094 t=2171
zi ji gan de 	自己乾的	c=1 d=0.0403566 t=2795
zi ji ji zhu bu shi 	自己記住不是	c=1 d=1 t=2474
zi liao 	資料	c=1 d=1 t=1117
zi mu 	字幕	c=1 d=1 t=2046
zi mu 	字母	c=2 d=1.99501 t=1854
zi shen 	自身	c=1 d=1 t=1422
zi shu zu 	子數組	c=1 d=1 t=1862
zi ti 	字體	c=2 d=1.00599 t=2231
zi ti she zhi 	字體設置	c=3 d=2.94128 t=974
zi yong 	自用	c=1 d=0.204948 t=2795
zi yuan 	資源	c=1 d=0.843867 t=2003
zi yuan bao hu 	資源保護	c=1 d=1 t=2004
zi yuan fen pei 	資源分配	c=1 d=1 t=1968
zi zhi 	自製	c=3 d=2.06173 t=2268
zong jie 	總結	c=1 d=1.00004 t=2331
zong jie chu 	總結出	c=1 d=1 t=790
zu 	組	c=2 d=0.502468 t=2795
zu cheng 	組成	c=3 d=1.98379 t=2440
zu guan li 	組管理	c=1 d=0.245367 t=2795
zu he 	組合	c=1 d=1 t=2714
zu jian 	組件	c=1 d=1 t=1904
zui 	最	c=0 d=0.1 t=1338
zui da 	最大	c=1 d=1 t=1316
zui da zhi 	最大值	c=1 d=1 t=1608
zui hou 	最後	c=6 d=0.301194 t=2795
zui jin 	最近	c=1 d=0.0464212 t=2795
zui you jia zhi 	最有價值	c=1 d=1 t=2667
zui you qu de 	最有趣的	c=1 d=1 t=1339
zuo 	做	c=4 d=0.696238 t=2795
zuo bu chu lai 	做不出來	c=1 d=1 t=2495
zuo chu lai 	做出來	c=1 d=1 t=1435
zuo le 	做了	c=2 d=1.00525 t=2492
zuo tian 	昨天	c=2 d=0.0267827 t=2795
zuo wei 	作爲	c=1 d=1 t=1100
zuo ye 	作業	c=2 d=0.0352602 t=2795
